2.545626596307633704e+01 2.545626596307632283e+01 2.213448052680076827e+01 2.191438105383902268e+01 2.191073451618716206e+01 2.546727639731274451e+01 6.845220360495337886e+00 4.881190083196956131e+00 4.881190083196954355e+00 7.627211447626409679e+00 6.467014901654375869e+00 5.186443667932381985e+00 4.858261713955903893e+00 4.858261713955903893e+00 6.346016017609744431e+00
2.545626596307632283e+01 2.545626596307630862e+01 2.213448052680075762e+01 2.191438105383900137e+01 2.191073451618713364e+01 2.546727639731273030e+01 6.845220360495322787e+00 4.881190083196941032e+00 4.881190083196939256e+00 7.627211447626391916e+00 6.467014901654357217e+00 5.186443667932378432e+00 4.858261713955892347e+00 4.858261713955892347e+00 6.346016017609728443e+00
2.213448052680076827e+01 2.213448052680075762e+01 1.991426622397042223e+01 2.102768728704564083e+01 2.163210692563263393e+01 2.222569298871063026e+01 9.146888712037354097e+00 7.951976789025700043e+00 7.951976789025698267e+00 1.051433137801415363e+01 9.899673495158635816e+00 5.548783676349802185e+00 7.078570102526373198e+00 7.078570102526373198e+00 9.802322996080226503e+00
2.191438105383902268e+01 2.191438105383900137e+01 2.102768728704564083e+01 2.469124162863286287e+01 2.648229637575733264e+01 2.216493611624978399e+01 1.532723720862454542e+01 1.515085085547227273e+01 1.515085085547227273e+01 1.803057043782000690e+01 1.819569529605798763e+01 7.533304350047088427e+00 1.261084362834418471e+01 1.261084362834418471e+01 1.811473983391949005e+01
2.191073451618716206e+01 2.191073451618713364e+01 2.163210692563263393e+01 2.648229637575733264e+01 2.882590298986159283e+01 2.223553147371925220e+01 1.823174479146272731e+01 1.852201676472048320e+01 1.852201676472048320e+01 2.156018243523365641e+01 2.208391435113938783e+01 8.477550623183626399e+00 1.520585478187350326e+01 1.520585478187350326e+01 2.201012353924721054e+01
2.546727639731274451e+01 2.546727639731273030e+01 2.222569298871063026e+01 2.216493611624978399e+01 2.223553147371925220e+01 2.548826730601139801e+01 7.238576525077308865e+00 5.336361426805327213e+00 5.336361426805324548e+00 8.104912946922151917e+00 6.992376437376526255e+00 5.315660250609871795e+00 5.209134790578000107e+00 5.209134790578000107e+00 6.872285566630019105e+00
6.845220360495337886e+00 6.845220360495322787e+00 9.146888712037354097e+00 1.532723720862454542e+01 1.823174479146272731e+01 7.238576525077308865e+00 1.711865517553308536e+01 1.904288143440407666e+01 1.904288143440407310e+01 2.061651746109671635e+01 2.218933361546216432e+01 6.363690367020031324e+00 1.495543374331729147e+01 1.495543374331729147e+01 2.219437970624783674e+01
4.881190083196956131e+00 4.881190083196941032e+00 7.951976789025700043e+00 1.515085085547227273e+01 1.852201676472048320e+01 5.336361426805327213e+00 1.904288143440407666e+01 2.151228088840321817e+01 2.151228088840322172e+01 2.300812009882610809e+01 2.497298846342536649e+01 6.761151414876557908e+00 1.677149158619044300e+01 1.677149158619044300e+01 2.499340263720465316e+01
4.881190083196954355e+00 4.881190083196939256e+00 7.951976789025698267e+00 1.515085085547227273e+01 1.852201676472048320e+01 5.336361426805324548e+00 1.904288143440407310e+01 2.151228088840322172e+01 2.151228088840322172e+01 2.300812009882610809e+01 2.497298846342536649e+01 6.761151414876558796e+00 1.677149158619044655e+01 1.677149158619044655e+01 2.499340263720465316e+01
7.627211447626409679e+00 7.627211447626391916e+00 1.051433137801415363e+01 1.803057043782000690e+01 2.156018243523365641e+01 8.104912946922151917e+00 2.061651746109671635e+01 2.300812009882610809e+01 2.300812009882610809e+01 2.484583931519680178e+01 2.678859420075518472e+01 7.592275882582220525e+00 1.804173880664657403e+01 1.804173880664657403e+01 2.679801057564394640e+01
6.467014901654375869e+00 6.467014901654357217e+00 9.899673495158635816e+00 1.819569529605798763e+01 2.208391435113938783e+01 6.992376437376526255e+00 2.218933361546216432e+01 2.497298846342536649e+01 2.497298846342536649e+01 2.678859420075518472e+01 2.901674739496501587e+01 7.968914048057917476e+00 1.950415730400454351e+01 1.950415730400454351e+01 2.903631489868132931e+01
5.186443667932381985e+00 5.186443667932378432e+00 5.548783676349802185e+00 7.533304350047088427e+00 8.477550623183626399e+00 5.315660250609871795e+00 6.363690367020031324e+00 6.761151414876557908e+00 6.761151414876558796e+00 7.592275882582220525e+00 7.968914048057917476e+00 2.672830543654216129e+00 5.429072179001147802e+00 5.429072179001147802e+00 7.956485359427432513e+00
4.858261713955903893e+00 4.858261713955892347e+00 7.078570102526373198e+00 1.261084362834418471e+01 1.520585478187350326e+01 5.209134790578000107e+00 1.495543374331729147e+01 1.677149158619044300e+01 1.677149158619044655e+01 1.804173880664657403e+01 1.950415730400454351e+01 5.429072179001147802e+00 1.312097691665124799e+01 1.312097691665124799e+01 1.951464076429476080e+01
4.858261713955903893e+00 4.858261713955892347e+00 7.078570102526373198e+00 1.261084362834418471e+01 1.520585478187350326e+01 5.209134790578000107e+00 1.495543374331729147e+01 1.677149158619044300e+01 1.677149158619044655e+01 1.804173880664657403e+01 1.950415730400454351e+01 5.429072179001147802e+00 1.312097691665124799e+01 1.312097691665124799e+01 1.951464076429476080e+01
6.346016017609744431e+00 6.346016017609728443e+00 9.802322996080226503e+00 1.811473983391949005e+01 2.201012353924721054e+01 6.872285566630019105e+00 2.219437970624783674e+01 2.499340263720465316e+01 2.499340263720465316e+01 2.679801057564394640e+01 2.903631489868132931e+01 7.956485359427432513e+00 1.951464076429476080e+01 1.951464076429476080e+01 2.905654998646073395e+01
