3.254438609148802186e+01 2.387466518945331373e+01 2.027325904989147176e+01 2.027325904989147176e+01 2.027325904989147176e+01 2.387466518945331373e+01 7.015676399302096300e+00 5.068314762472868829e+00 5.068314762472868829e+00 7.785053781438123544e+00 7.015676399302096300e+00 5.068314762472868829e+00 5.068314762472868829e+00 5.068314762472868829e+00 7.015676399302096300e+00
2.387466518945331373e+01 3.254438609148802186e+01 2.027325904989147176e+01 2.027325904989147176e+01 2.027325904989147176e+01 2.387466518945331373e+01 7.015676399302096300e+00 5.068314762472868829e+00 5.068314762472868829e+00 7.785053781438123544e+00 7.015676399302096300e+00 5.068314762472868829e+00 5.068314762472868829e+00 5.068314762472868829e+00 7.015676399302096300e+00
2.027325904989147176e+01 2.027325904989147176e+01 2.888537305476555872e+01 1.896142899079783106e+01 2.138924364154526003e+01 2.027325904989147176e+01 9.623776018255105313e+00 9.143323004336902926e+00 9.143323004336902926e+00 1.062364216310056975e+01 9.411090557277093538e+00 5.635484804685855664e+00 5.635484804685855664e+00 5.635484804685855664e+00 9.411090557277093538e+00
2.027325904989147176e+01 2.027325904989147176e+01 1.896142899079783106e+01 3.638150246798585385e+01 2.381705829229268900e+01 2.064158695219885331e+01 1.183890520802452251e+01 1.265116120398795019e+01 1.265116120398795019e+01 1.765520157671507917e+01 1.819992898037902052e+01 5.635484804685855664e+00 1.577211432963159154e+01 1.577211432963159154e+01 1.819992898037902052e+01
2.027325904989147176e+01 2.027325904989147176e+01 2.138924364154526003e+01 2.381705829229268900e+01 3.880931711873328283e+01 2.064158695219885331e+01 1.954772008222283119e+01 1.927995252928263881e+01 1.927995252928263881e+01 2.053126650036172762e+01 2.062774363112644949e+01 9.143323004336902926e+00 1.265116120398795019e+01 1.265116120398795019e+01 2.062774363112644949e+01
2.387466518945331373e+01 2.387466518945331373e+01 2.027325904989147176e+01 2.064158695219885331e+01 2.064158695219885331e+01 3.260026574588272297e+01 7.384004301609476961e+00 5.600494879811481752e+00 5.600494879811481752e+00 8.221386497323365461e+00 7.547856516640709224e+00 5.068314762472868829e+00 5.600494879811481752e+00 5.600494879811481752e+00 7.015676399302096300e+00
7.015676399302096300e+00 7.015676399302096300e+00 9.623776018255105313e+00 1.183890520802452251e+01 1.954772008222283119e+01 7.384004301609476961e+00 2.832327906176434240e+01 2.055938209560385133e+01 2.055938209560385133e+01 2.181069606668294014e+01 1.947935854670023659e+01 6.914914371007068183e+00 1.042275257065811545e+01 1.042275257065811545e+01 1.947935854670023659e+01
5.068314762472868829e+00 5.068314762472868829e+00 9.143323004336902926e+00 1.265116120398795019e+01 1.927995252928263881e+01 5.600494879811481752e+00 2.055938209560385133e+01 3.235005612328220792e+01 2.368033522124749624e+01 2.049642545333869847e+01 2.211985865842567378e+01 8.475390933828888862e+00 1.354370569630175680e+01 1.354370569630175680e+01 2.211985865842567378e+01
5.068314762472868829e+00 5.068314762472868829e+00 9.143323004336902926e+00 1.265116120398795019e+01 1.927995252928263881e+01 5.600494879811481752e+00 2.055938209560385133e+01 2.368033522124749624e+01 3.235005612328220792e+01 2.049642545333869847e+01 2.211985865842567378e+01 8.475390933828888862e+00 1.354370569630175680e+01 1.354370569630175680e+01 2.211985865842567378e+01
7.785053781438123544e+00 7.785053781438123544e+00 1.062364216310056975e+01 1.765520157671507917e+01 2.053126650036172762e+01 8.221386497323365461e+00 2.181069606668294014e+01 2.049642545333869847e+01 2.049642545333869847e+01 3.124261952874355330e+01 2.724562012297201363e+01 6.750512417113903041e+00 1.634093096337083750e+01 1.634093096337083750e+01 2.724562012297201363e+01
7.015676399302096300e+00 7.015676399302096300e+00 9.411090557277093538e+00 1.819992898037902052e+01 2.062774363112644949e+01 7.547856516640709224e+00 1.947935854670023659e+01 2.211985865842567378e+01 2.211985865842567378e+01 2.724562012297201363e+01 3.603209393596264931e+01 6.914914371007068183e+00 1.861202045877462652e+01 1.861202045877462652e+01 3.096377917348978315e+01
5.068314762472868829e+00 5.068314762472868829e+00 5.635484804685855664e+00 5.635484804685855664e+00 9.143323004336902926e+00 5.068314762472868829e+00 6.914914371007068183e+00 8.475390933828888862e+00 8.475390933828888862e+00 6.750512417113903041e+00 6.914914371007068183e+00 1.354370569630175858e+01 3.407076171356020478e+00 3.407076171356020478e+00 6.914914371007068183e+00
5.068314762472868829e+00 5.068314762472868829e+00 5.635484804685855664e+00 1.577211432963159154e+01 1.265116120398795019e+01 5.600494879811481752e+00 1.042275257065811545e+01 1.354370569630175680e+01 1.354370569630175680e+01 1.634093096337083750e+01 1.861202045877462652e+01 3.407076171356020478e+00 2.728174136080933465e+01 1.861202045877462652e+01 1.861202045877462297e+01
5.068314762472868829e+00 5.068314762472868829e+00 5.635484804685855664e+00 1.577211432963159154e+01 1.265116120398795019e+01 5.600494879811481752e+00 1.042275257065811545e+01 1.354370569630175680e+01 1.354370569630175680e+01 1.634093096337083750e+01 1.861202045877462652e+01 3.407076171356020478e+00 1.861202045877462652e+01 2.728174136080933465e+01 1.861202045877462297e+01
7.015676399302096300e+00 7.015676399302096300e+00 9.411090557277093538e+00 1.819992898037902052e+01 2.062774363112644949e+01 7.015676399302096300e+00 1.947935854670023659e+01 2.211985865842567378e+01 2.211985865842567378e+01 2.724562012297201363e+01 3.096377917348978315e+01 6.914914371007068183e+00 1.861202045877462297e+01 1.861202045877462297e+01 3.603209393596264931e+01
